"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002346g0003620","-",100,206
"Pc2113T1C00002346g0003630","+",100,289
"Pc2113T1C00002346g0003640","+",289,743
"Pc2113T1C00002346g0003660","-",1836,103
"Pc2113T1C00002346g0003650","+",743,103
"Pc2113T1C00000423g0000880","-",245,119
"Pc2113T1C00000423g0000870","+",295,119
"Pc2113T1C00002346g0003670","-",22,1836
"Pc2113T1C00002346g0003690","-",324,25
"Pc2113T1C00002346g0003680","+",22,25
"Pc2113T1C00002346g0003700","-",898,324
"Pc2113T1C00002346g0003710","-",608,898
"Pc2113T1C00002346g0003720","-",1535,608
"Pc2113T1C00002346g0003730","-",331,1535
"Pc2113T1C00002346g0003740","-",169,331
"Pc2113T1C00002346g0003750","+",169,592
"Pc2113T1C00002346g0003760","+",592,255
"Pc2113T1C00002346g0003770","-",1372,255
"Pc2113T1C00002346g0003780","+",1372,597
"Pc2113T1C00002346g0003800","-",13,190
"Pc2113T1C00002346g0003790","+",597,190
"Pc2113T1C00002346g0003810","-",2031,13
"Pc2113T1C00002346g0003820","+",2031,320
"Pc2113T1C00002346g0003830","+",320,2721
"Pc2113T1C00002346g0003840","-",717,2721
"Pc2113T1C00002346g0003850","+",717,478
"Pc2113T1C00000423g0000900","-",2353,45
"Pc2113T1C00000423g0000890","+",245,45
"Pc2113T1C00002346g0003860","+",478,84
"Pc2113T1C00002346g0003870","-",369,84
"Pc2113T1C00002346g0003880","+",369,31
"Pc2113T1C00002346g0003890","+",31,43
"Pc2113T1C00002346g0003900","-",478,43
"Pc2113T1C00002346g0003910","+",478,166
"Pc2113T1C00002346g0003930","-",1913,320
"Pc2113T1C00002346g0003920","+",166,320
"Pc2113T1C00002346g0003940","-",127,1913
"Pc2113T1C00002346g0003950","-",197,127
"Pc2113T1C00002346g0003960","-",2510,197
"Pc2113T1C00002346g0003970","-",961,2510
"Pc2113T1C00002346g0003980","-",542,961
"Pc2113T1C00002346g0003990","+",542,280
"Pc2113T1C00002346g0004000","-",598,280
"Pc2113T1C00002346g0004010","-",408,598
"Pc2113T1C00002346g0004020","+",408,258
"Pc2113T1C00002346g0004030","+",258,2664
"Pc2113T1C00002346g0004040","+",2664,124
"Pc2113T1C00002346g0004050","+",124,1947
"Pc2113T1C00000423g0000910","+",2353,331
"Pc2113T1C00002346g0004060","+",1947,1217
"Pc2113T1C00002346g0004070","-",333,1217
"Pc2113T1C00002346g0004080","+",333,1171
"Pc2113T1C00002346g0004090","+",1171,462
"Pc2113T1C00002346g0004110","-",174,113
"Pc2113T1C00002346g0004100","+",462,113
"Pc2113T1C00002346g0004120","+",174,611
"Pc2113T1C00002346g0004140","-",175,3112
"Pc2113T1C00002346g0004130","+",611,3112
"Pc2113T1C00002346g0004160","-",276,732
"Pc2113T1C00002346g0004150","+",175,732
"Pc2113T1C00000099g0000030","+",8869,16122
"Pc2113T1C00000099g0000040","-",3910,16122
"Pc2113T1C00000423g0000920","+",331,132
"Pc2113T1C00002346g0004170","-",293,276
"Pc2113T1C00002346g0004180","-",215,293
"Pc2113T1C00002346g0004190","+",215,362
"Pc2113T1C00002346g0004210","-",128,347
"Pc2113T1C00002346g0004200","+",362,347
"Pc2113T1C00002346g0004220","+",128,199
"Pc2113T1C00002346g0004230","+",199,3815
"Pc2113T1C00002346g0004240","-",1931,3815
"Pc2113T1C00002346g0004250","-",331,1931
"Pc2113T1C00002346g0004260","-",620,331
"Pc2113T1C00000423g0000930","+",132,151
"Pc2113T1C00002346g0004270","-",809,620
"Pc2113T1C00002346g0004280","-",20303,809
"Pc2113T1C00002347g0000020","+",20601,51707
"Pc2113T1C00002347g0000030","+",51707,155
"Pc2113T1C00002347g0000040","-",3183,155
"Pc2113T1C00002347g0000050","-",NA,3183
"Pc2113T1C00002348g0000010","+",NA,154
"Pc2113T1C00002348g0000020","-",2732,154
"Pc2113T1C00002348g0000030","-",20292,2732
"Pc2113T1C00000423g0000950","-",3724,67
"Pc2113T1C00000423g0000940","+",151,67
"Pc2113T1C00002348g0000040","+",20292,11488
"Pc2113T1C00002348g0000050","+",11488,126
"Pc2113T1C00002348g0000060","+",126,237
"Pc2113T1C00002348g0000070","-",185,237
"Pc2113T1C00002348g0000080","+",185,200
"Pc2113T1C00002348g0000090","-",186,200
"Pc2113T1C00002348g0000100","+",186,86
"Pc2113T1C00002348g0000110","-",37,86
"Pc2113T1C00002348g0000120","-",349,37
"Pc2113T1C00002348g0000130","-",501,349
"Pc2113T1C00002348g0000140","-",239,501
"Pc2113T1C00000423g0000960","-",686,3724
"Pc2113T1C00002348g0000150","+",239,2674
"Pc2113T1C00002348g0000160","+",2674,680
"Pc2113T1C00002348g0000170","+",680,14660
"Pc2113T1C00002348g0000180","-",842,14660
"Pc2113T1C00002348g0000190","+",842,2690
"Pc2113T1C00002348g0000200","+",2690,374
"Pc2113T1C00002348g0000210","-",4243,374
"Pc2113T1C00002348g0000220","+",4243,22699
"Pc2113T1C00002348g0000230","-",28780,22699
"Pc2113T1C00002348g0000240","-",427,28780
"Pc2113T1C00002348g0000250","+",427,589
"Pc2113T1C00002348g0000260","-",88,589
"Pc2113T1C00002348g0000270","-",204,88
"Pc2113T1C00002349g0000020","-",460,1824
"Pc2113T1C00002349g0000040","-",207,4382
"Pc2113T1C00002349g0000030","+",460,4382
"Pc2113T1C00002349g0000060","-",77,22
"Pc2113T1C00002349g0000050","+",207,22
"Pc2113T1C00002349g0000070","-",258,77
"Pc2113T1C00000423g0000970","+",686,65
"Pc2113T1C00000423g0000980","-",1126,65
"Pc2113T1C00002349g0000080","-",89534,258
"Pc2113T1C00002349g0000090","+",89534,53
"Pc2113T1C00002349g0000100","+",53,1047
"Pc2113T1C00002350g0000010","+",NA,895
"Pc2113T1C00002350g0000020","+",895,82
"Pc2113T1C00002350g0000030","+",82,117161
"Pc2113T1C00002350g0000040","+",117161,403
"Pc2113T1C00002350g0000050","+",403,195
"Pc2113T1C00002350g0000060","-",1421,195
"Pc2113T1C00002350g0000070","+",1421,226
"Pc2113T1C00002350g0000080","-",1190,226
"Pc2113T1C00002350g0000090","-",4072,1190
"Pc2113T1C00002350g0000100","-",207,4072
"Pc2113T1C00002350g0000110","-",596,207
"Pc2113T1C00002350g0000120","+",596,327
"Pc2113T1C00002350g0000130","-",466,327
"Pc2113T1C00002350g0000140","+",466,369
"Pc2113T1C00002350g0000150","-",155,369
"Pc2113T1C00002350g0000160","+",155,759
"Pc2113T1C00002350g0000170","-",223,759
"Pc2113T1C00000423g0000990","+",1126,337
"Pc2113T1C00002350g0000180","-",218,223
"Pc2113T1C00002350g0000190","-",273,218
"Pc2113T1C00002350g0000210","-",329,1271
"Pc2113T1C00002350g0000200","+",273,1271
"Pc2113T1C00002350g0000220","+",329,149
"Pc2113T1C00002350g0000230","+",149,1365
"Pc2113T1C00002350g0000240","-",512,1365
"Pc2113T1C00002350g0000250","+",512,242
"Pc2113T1C00002350g0000260","+",242,13172
"Pc2113T1C00000423g0001010","-",269,182
"Pc2113T1C00000423g0001000","+",337,182
"Pc2113T1C00002350g0000280","-",1943,451
"Pc2113T1C00002350g0000270","+",13172,451
"Pc2113T1C00002350g0000290","-",345,1943
"Pc2113T1C00002350g0000310","-",826,111
"Pc2113T1C00002350g0000300","+",345,111
"Pc2113T1C00002350g0000320","-",1272,826
"Pc2113T1C00002350g0000330","+",1272,374
"Pc2113T1C00002350g0000350","-",445,158
"Pc2113T1C00002350g0000340","+",374,158
"Pc2113T1C00002350g0000360","-",206,445
"Pc2113T1C00002350g0000370","-",348,206
"Pc2113T1C00000423g0001020","-",600,269
"Pc2113T1C00002350g0000380","+",348,283
"Pc2113T1C00002350g0000400","-",319,113
"Pc2113T1C00002350g0000390","+",283,113
"Pc2113T1C00002350g0000410","+",319,134
"Pc2113T1C00002350g0000420","+",134,11
"Pc2113T1C00002350g0000430","-",1715,11
"Pc2113T1C00002350g0000450","-",362,3
"Pc2113T1C00002350g0000440","+",1715,3
"Pc2113T1C00002350g0000460","-",466,362
"Pc2113T1C00002350g0000470","-",1597,466
"Pc2113T1C00000099g0000050","-",5220,3910
"Pc2113T1C00002350g0000480","-",488,1597
"Pc2113T1C00002350g0000500","-",116,3716
"Pc2113T1C00002350g0000490","+",488,3716
"Pc2113T1C00002350g0000510","+",116,271
"Pc2113T1C00002350g0000530","-",258,226
"Pc2113T1C00002350g0000520","+",271,226
"Pc2113T1C00002350g0000540","+",258,421
"Pc2113T1C00002350g0000560","-",1575,97
"Pc2113T1C00002350g0000550","+",421,97
"Pc2113T1C00000423g0001030","+",600,1239
"Pc2113T1C00002350g0000570","+",1575,1486
"Pc2113T1C00002350g0000580","+",1486,1487
"Pc2113T1C00002350g0000590","+",1487,274
"Pc2113T1C00002350g0000600","+",274,215
"Pc2113T1C00002350g0000610","+",215,213
"Pc2113T1C00002350g0000620","+",213,1459
"Pc2113T1C00002350g0000630","+",1459,992
"Pc2113T1C00002350g0000640","+",992,1413
"Pc2113T1C00002350g0000650","+",1413,817
"Pc2113T1C00002350g0000660","+",817,178
"Pc2113T1C00000423g0001040","+",1239,634
"Pc2113T1C00002350g0000670","+",178,155
"Pc2113T1C00002350g0000680","-",1696,155
"Pc2113T1C00002350g0000690","+",1696,2256
"Pc2113T1C00002350g0000710","-",658,1300
"Pc2113T1C00002350g0000700","+",2256,1300
"Pc2113T1C00002350g0000720","-",242,658
"Pc2113T1C00002350g0000730","+",242,154
"Pc2113T1C00002350g0000740","-",898,154
"Pc2113T1C00002350g0000750","-",5518,898
"Pc2113T1C00002350g0000770","-",315,783
"Pc2113T1C00002350g0000760","+",5518,783
"Pc2113T1C00000423g0001050","+",634,245
"Pc2113T1C00002350g0000780","+",315,199
"Pc2113T1C00002350g0000800","-",386,602
"Pc2113T1C00002350g0000790","+",199,602
"Pc2113T1C00002350g0000820","-",659,1724
"Pc2113T1C00002350g0000810","+",386,1724
"Pc2113T1C00002350g0000840","-",413,47
"Pc2113T1C00002350g0000830","+",659,47
"Pc2113T1C00002350g0000850","-",2254,413
"Pc2113T1C00002350g0000860","+",2254,869
"Pc2113T1C00002350g0000870","-",149,869
"Pc2113T1C00000423g0001060","+",245,167
"Pc2113T1C00002350g0000880","+",149,416
"Pc2113T1C00002350g0000890","-",506,416
"Pc2113T1C00002350g0000900","+",506,702
"Pc2113T1C00002350g0000910","+",702,660
"Pc2113T1C00002350g0000920","-",408,660
"Pc2113T1C00002350g0000930","-",351,408
"Pc2113T1C00002350g0000940","-",959,351
"Pc2113T1C00002350g0000950","+",959,378
"Pc2113T1C00002350g0000960","+",378,291
"Pc2113T1C00002350g0000970","-",879,291
"Pc2113T1C00000423g0001070","+",167,99
"Pc2113T1C00002350g0000990","-",157,335
"Pc2113T1C00002350g0000980","+",879,335
"Pc2113T1C00002350g0001000","+",157,89
"Pc2113T1C00002350g0001010","-",30667,89
"Pc2113T1C00002350g0001020","-",4032,30667
"Pc2113T1C00002350g0001030","-",2245,4032
"Pc2113T1C00002350g0001040","-",2758,2245
"Pc2113T1C00002350g0001050","-",2575,2758
"Pc2113T1C00002350g0001060","+",2575,204
"Pc2113T1C00000423g0001080","+",99,1910
"Pc2113T1C00002350g0001070","+",204,171
"Pc2113T1C00002350g0001080","+",171,229
"Pc2113T1C00002350g0001090","+",229,81
"Pc2113T1C00002350g0001100","+",81,62
"Pc2113T1C00002350g0001110","-",265,62
"Pc2113T1C00002350g0001120","-",2259,265
"Pc2113T1C00002350g0001130","+",2259,307
"Pc2113T1C00002350g0001150","-",386,118
"Pc2113T1C00002350g0001140","+",307,118
"Pc2113T1C00002350g0001160","+",386,3773
"Pc2113T1C00000423g0001090","+",1910,552
"Pc2113T1C00002350g0001170","+",3773,193
"Pc2113T1C00002350g0001190","-",47,224
"Pc2113T1C00002350g0001180","+",193,224
"Pc2113T1C00002350g0001200","-",984,47
"Pc2113T1C00002350g0001210","-",222,984
"Pc2113T1C00002350g0001220","-",3251,222
"Pc2113T1C00002350g0001230","+",3251,204
"Pc2113T1C00002350g0001240","+",204,45
"Pc2113T1C00002350g0001250","-",29,45
"Pc2113T1C00002350g0001260","-",174,29
"Pc2113T1C00000423g0001100","+",552,1464
"Pc2113T1C00002350g0001270","+",174,461
"Pc2113T1C00002350g0001280","+",461,424
"Pc2113T1C00002350g0001290","+",424,129
"Pc2113T1C00002350g0001300","-",551,129
"Pc2113T1C00002350g0001310","-",369,551
"Pc2113T1C00002350g0001330","-",289,322
"Pc2113T1C00002350g0001320","+",369,322
"Pc2113T1C00002350g0001350","-",215,416
"Pc2113T1C00002350g0001340","+",289,416
"Pc2113T1C00002350g0001360","+",215,1480
"Pc2113T1C00000423g0001110","+",1464,4041
"Pc2113T1C00002350g0001380","-",352,5749
"Pc2113T1C00002350g0001370","+",1480,5749
"Pc2113T1C00002350g0001390","+",352,212
"Pc2113T1C00002350g0001400","-",158,212
"Pc2113T1C00002350g0001420","-",NA,316
"Pc2113T1C00002350g0001410","+",158,316
"Pc2113T1C00002354g0000020","+",1143,14636
"Pc2113T1C00002354g0000030","-",481,14636
"Pc2113T1C00002354g0000050","-",371,200
"Pc2113T1C00002354g0000040","+",481,200
"Pc2113T1C00000099g0000060","-",4130,5220
"Pc2113T1C00000423g0001130","-",295,654
"Pc2113T1C00000423g0001120","+",4041,654
"Pc2113T1C00002354g0000060","+",371,2767
"Pc2113T1C00002354g0000070","+",2767,3426
"Pc2113T1C00002354g0000080","+",3426,4
"Pc2113T1C00002354g0000090","+",4,2418
"Pc2113T1C00002354g0000110","-",297,26
"Pc2113T1C00002354g0000100","+",2418,26
"Pc2113T1C00002354g0000120","+",297,1009
"Pc2113T1C00002354g0000130","-",74,1009
"Pc2113T1C00002354g0000140","-",68,74
"Pc2113T1C00002354g0000150","-",NA,68
"Pc2113T1C00002358g0000010","+",NA,187
"Pc2113T1C00000423g0001140","-",585,295
"Pc2113T1C00002358g0000020","+",187,446
"Pc2113T1C00002358g0000030","+",446,724
"Pc2113T1C00002358g0000040","+",724,2395
"Pc2113T1C00002358g0000050","+",2395,154
"Pc2113T1C00002358g0000060","-",1152,154
"Pc2113T1C00002358g0000070","+",1152,303
"Pc2113T1C00002358g0000090","-",102,117
"Pc2113T1C00002358g0000080","+",303,117
"Pc2113T1C00002358g0000100","-",23334,102
"Pc2113T1C00002358g0000110","+",23334,82
"Pc2113T1C00002358g0000120","-",3531,82
"Pc2113T1C00000423g0001150","-",3063,585
"Pc2113T1C00002358g0000130","+",3531,16
"Pc2113T1C00002358g0000140","+",16,4958
"Pc2113T1C00002358g0000150","-",5954,4958
"Pc2113T1C00002358g0000160","+",5954,404
"Pc2113T1C00002358g0000170","-",2561,404
"Pc2113T1C00002358g0000180","-",9160,2561
"Pc2113T1C00002358g0000190","-",314,9160
"Pc2113T1C00002358g0000200","+",314,5772
"Pc2113T1C00002358g0000210","-",2336,5772
"Pc2113T1C00002358g0000220","+",2336,15138
"Pc2113T1C00002358g0000230","-",4953,15138
"Pc2113T1C00002358g0000240","+",4953,7436
"Pc2113T1C00002358g0000250","-",3101,7436
"Pc2113T1C00002358g0000260","+",3101,3258
"Pc2113T1C00002358g0000270","+",3258,1323
"Pc2113T1C00002358g0000280","+",1323,1600
"Pc2113T1C00002358g0000300","-",8898,1769
"Pc2113T1C00002358g0000290","+",1600,1769
"Pc2113T1C00002358g0000310","-",1373,8898
"Pc2113T1C00000423g0001160","+",3063,1157
"Pc2113T1C00002358g0000320","+",1373,92
"Pc2113T1C00002358g0000330","-",1006,92
"Pc2113T1C00002358g0000340","+",1006,12422
"Pc2113T1C00002358g0000350","+",12422,11570
"Pc2113T1C00002358g0000360","-",29689,11570
"Pc2113T1C00002358g0000370","-",182,29689
"Pc2113T1C00002358g0000380","-",33418,182
"Pc2113T1C00002358g0000390","+",33418,15436
"Pc2113T1C00002358g0000400","+",15436,2568
"Pc2113T1C00002358g0000410","-",1195,2568
"Pc2113T1C00000423g0001180","-",199,3029
"Pc2113T1C00000423g0001170","+",1157,3029
"Pc2113T1C00002358g0000420","+",1195,21093
"Pc2113T1C00002358g0000430","+",21093,1702
"Pc2113T1C00002358g0000440","-",2748,1702
"Pc2113T1C00002358g0000450","-",1196,2748
"Pc2113T1C00002358g0000460","-",2107,1196
"Pc2113T1C00002358g0000470","-",3246,2107
"Pc2113T1C00002358g0000480","-",1658,3246
"Pc2113T1C00002358g0000490","-",6911,1658
"Pc2113T1C00002358g0000500","-",56307,6911
"Pc2113T1C00002358g0000520","-",9811,32159
"Pc2113T1C00002358g0000510","+",56307,32159
"Pc2113T1C00002358g0000530","+",9811,2144
"Pc2113T1C00002358g0000540","-",2342,2144
"Pc2113T1C00002358g0000550","+",2342,21928
"Pc2113T1C00002358g0000570","-",43554,2313
"Pc2113T1C00002358g0000560","+",21928,2313
"Pc2113T1C00002358g0000580","+",43554,7265
"Pc2113T1C00002358g0000590","-",2646,7265
"Pc2113T1C00002359g0000020","-",73884,85
"Pc2113T1C00002359g0000030","-",1,73884
"Pc2113T1C00000423g0001190","+",199,157
"Pc2113T1C00002359g0000040","-",NA,1
"Pc2113T1C00002360g0000020","+",19774,295
"Pc2113T1C00002360g0000030","+",295,19926
"Pc2113T1C00002360g0000040","-",1078,19926
"Pc2113T1C00002360g0000050","+",1078,63089
"Pc2113T1C00002360g0000060","+",63089,1153
"Pc2113T1C00002360g0000080","-",7592,15283
"Pc2113T1C00002360g0000070","+",1153,15283
"Pc2113T1C00002360g0000090","-",14025,7592
"Pc2113T1C00002360g0000100","-",19734,14025
"Pc2113T1C00000423g0001200","+",157,288
"Pc2113T1C00000423g0001210","-",320,288
"Pc2113T1C00002360g0000110","+",19734,200
"Pc2113T1C00002360g0000120","-",688,200
"Pc2113T1C00002360g0000130","+",688,556
"Pc2113T1C00002360g0000140","-",984,556
"Pc2113T1C00002360g0000150","-",209,984
"Pc2113T1C00002360g0000160","+",209,88
"Pc2113T1C00002360g0000170","-",996,88
"Pc2113T1C00002360g0000180","-",39603,996
"Pc2113T1C00002360g0000190","+",39603,48
"Pc2113T1C00002360g0000200","+",48,85
"Pc2113T1C00002360g0000210","+",85,616
"Pc2113T1C00002360g0000230","-",876,68412
"Pc2113T1C00002360g0000220","+",616,68412
"Pc2113T1C00002360g0000240","-",1158,876
"Pc2113T1C00002360g0000250","-",1136,1158
"Pc2113T1C00002360g0000260","-",52,1136
"Pc2113T1C00002360g0000270","-",1171,52
"Pc2113T1C00002360g0000280","-",2438,1171
"Pc2113T1C00002360g0000290","+",2438,641
"Pc2113T1C00000099g0000070","-",55,4130
"Pc2113T1C00000423g0001220","+",320,324
"Pc2113T1C00000423g0001230","-",300,324
"Pc2113T1C00002360g0000300","+",641,101
"Pc2113T1C00002360g0000310","-",537,101
"Pc2113T1C00002360g0000320","-",1416,537
"Pc2113T1C00002360g0000330","+",1416,994
"Pc2113T1C00002360g0000340","+",994,4672
"Pc2113T1C00002360g0000360","-",5106,2501
"Pc2113T1C00002360g0000350","+",4672,2501
"Pc2113T1C00002360g0000370","+",5106,1265
"Pc2113T1C00002360g0000380","-",1889,1265
"Pc2113T1C00002360g0000390","-",800,1889
"Pc2113T1C00002360g0000400","+",800,2643
"Pc2113T1C00002360g0000410","-",584,2643
"Pc2113T1C00002360g0000420","-",55799,584
"Pc2113T1C00002360g0000430","-",71070,55799
"Pc2113T1C00002360g0000440","-",431,71070
"Pc2113T1C00002360g0000450","+",431,227
"Pc2113T1C00002360g0000460","-",956,227
"Pc2113T1C00002360g0000470","-",3058,956
"Pc2113T1C00002360g0000480","-",1838,3058
"Pc2113T1C00002360g0000490","+",1838,3356
"Pc2113T1C00000423g0001240","+",300,2812
"Pc2113T1C00002360g0000500","+",3356,294
"Pc2113T1C00002360g0000510","+",294,134
"Pc2113T1C00002360g0000530","-",3970,120
"Pc2113T1C00002360g0000520","+",134,120
"Pc2113T1C00002360g0000540","-",2375,3970
"Pc2113T1C00002360g0000550","-",2614,2375
"Pc2113T1C00002360g0000560","-",4652,2614
"Pc2113T1C00002360g0000570","+",4652,59
"Pc2113T1C00002360g0000580","+",59,2081
"Pc2113T1C00002360g0000590","-",5549,2081
"Pc2113T1C00000446g0000010","+",NA,273
"Pc2113T1C00002360g0000610","-",2022,711
"Pc2113T1C00002360g0000600","+",5549,711
"Pc2113T1C00002360g0000620","+",2022,4526
"Pc2113T1C00002360g0000630","+",4526,17854
"Pc2113T1C00002360g0000640","-",8413,17854
"Pc2113T1C00002360g0000650","+",8413,35633
"Pc2113T1C00002360g0000660","+",35633,2008
"Pc2113T1C00002360g0000670","+",2008,23197
"Pc2113T1C00002360g0000680","+",23197,1968
"Pc2113T1C00002360g0000690","-",2023,1968
"Pc2113T1C00000446g0000020","+",273,739
"Pc2113T1C00002360g0000710","-",4148,188
"Pc2113T1C00002360g0000700","+",2023,188
"Pc2113T1C00002360g0000720","+",4148,1819
"Pc2113T1C00002360g0000730","+",1819,16462
"Pc2113T1C00002360g0000740","+",16462,22
"Pc2113T1C00002360g0000750","+",22,1779
"Pc2113T1C00002360g0000760","-",3216,1779
"Pc2113T1C00002360g0000770","+",3216,95
"Pc2113T1C00002360g0000780","-",7263,95
"Pc2113T1C00002360g0000790","-",14,7263
"Pc2113T1C00002360g0000800","-",1305,14
"Pc2113T1C00000446g0000030","+",739,7
"Pc2113T1C00002360g0000810","+",1305,881
"Pc2113T1C00002360g0000820","+",881,1270
"Pc2113T1C00002360g0000830","+",1270,4485
"Pc2113T1C00002360g0000840","-",410,4485
"Pc2113T1C00002360g0000850","-",1303,410
"Pc2113T1C00002360g0000860","-",854,1303
"Pc2113T1C00002360g0000870","-",746,854
"Pc2113T1C00002360g0000880","-",457,746
"Pc2113T1C00002360g0000890","+",457,240
"Pc2113T1C00002360g0000900","-",48,240
"Pc2113T1C00000446g0000050","-",785,5865
"Pc2113T1C00000446g0000040","+",7,5865
"Pc2113T1C00002360g0000910","-",3443,48
"Pc2113T1C00002360g0000920","-",15638,3443
"Pc2113T1C00002360g0000930","-",657,15638
"Pc2113T1C00002360g0000940","-",5561,657
"Pc2113T1C00002360g0000950","-",4957,5561
"Pc2113T1C00002360g0000960","+",4957,413
"Pc2113T1C00002360g0000970","-",664,413
"Pc2113T1C00002360g0000980","-",461,664
"Pc2113T1C00002360g0000990","+",461,328
"Pc2113T1C00002360g0001010","-",16298,191
"Pc2113T1C00002360g0001000","+",328,191
"Pc2113T1C00002360g0001020","-",166,16298
"Pc2113T1C00002360g0001030","-",148779,166
"Pc2113T1C00002360g0001040","+",148779,512
"Pc2113T1C00002360g0001050","+",512,19582
"Pc2113T1C00002360g0001060","-",28091,19582
"Pc2113T1C00002360g0001080","-",4789,97
"Pc2113T1C00002360g0001070","+",28091,97
"Pc2113T1C00002360g0001090","-",937,4789
"Pc2113T1C00002360g0001100","-",374,937
"Pc2113T1C00000446g0000060","+",785,603
"Pc2113T1C00002360g0001110","-",4501,374
"Pc2113T1C00002360g0001120","-",5081,4501
"Pc2113T1C00002360g0001130","+",5081,227
"Pc2113T1C00002360g0001140","-",161,227
"Pc2113T1C00002360g0001150","+",161,905
"Pc2113T1C00002360g0001160","+",905,5105
"Pc2113T1C00002360g0001180","-",561,963
"Pc2113T1C00002360g0001170","+",5105,963
"Pc2113T1C00002360g0001190","+",561,330
"Pc2113T1C00000446g0000070","+",603,1449
"Pc2113T1C00002360g0001210","-",3019,1101
"Pc2113T1C00002360g0001200","+",330,1101
"Pc2113T1C00002360g0001230","-",3977,24661
"Pc2113T1C00002360g0001220","+",3019,24661
"Pc2113T1C00002360g0001240","-",5001,3977
"Pc2113T1C00002360g0001250","-",30216,5001
"Pc2113T1C00002360g0001260","-",2498,30216
"Pc2113T1C00002360g0001270","-",3066,2498
"Pc2113T1C00002360g0001280","-",19904,3066
"Pc2113T1C00002360g0001290","-",857,19904
"Pc2113T1C00000099g0000080","-",643,55
"Pc2113T1C00000446g0000080","+",1449,294
"Pc2113T1C00000446g0000090","-",831,294
"Pc2113T1C00002360g0001300","+",857,394
"Pc2113T1C00002360g0001310","+",394,81
"Pc2113T1C00002360g0001320","+",81,608
"Pc2113T1C00002360g0001330","-",162,608
"Pc2113T1C00002360g0001350","-",2144,7242
"Pc2113T1C00002360g0001340","+",162,7242
"Pc2113T1C00002360g0001360","-",3,2144
"Pc2113T1C00002360g0001370","-",26586,3
"Pc2113T1C00002360g0001380","-",6866,26586
"Pc2113T1C00002360g0001390","+",6866,414
"Pc2113T1C00000446g0000100","-",NA,831
